Station	Lat	Lon	NO2	PO4	NO2NO3	Si	pH	CO2	HCO3	CO3	tcarb	tAlka	chlc3	chlc12	chda	peri	phaeophorba	butan	fuco	neox	prasino	violax	hexano	diadino	allox	diatox	zeax	lutein	bactChla	dvnylChlb	Chlb	chlbtot	dvnylChla	Chla_hplc	chlatot	phaeopha	carot	micro	nano	pico	seaiceconc	moonphase	PAR	Fe	NH4	ssCDOM	chla_ss	chla_int	NPP_arctic	NPP_vgpm	POC	PIC	Okubo	Lyapunov	ResTime	Kd490	acDOM	KdPAR	Zeu	Zmld	Tzeu	Szeu	Chl10m	O2_10m	NO3_10m	flux200m	flux500m	flux1000m	Slopepartsurf	Slopepart200m
122	-8.977273714	-139.358158	0.1195	1.0458875	12.762125	7.2356875	7.5125005	48.805175	0	0.00555	0.00365	0.0035	0.0056	0.0102	0	0.00385	0	0.00555	0.00365	0.0035	0	0.00145	0.017	0.001525	0	0	0.041075	0.00245	0.000925	0	0.0424	0.0424	0.06015	0.073175	0.133325	0.00075	0.0088	9.42043187	20.96324473	69.6163234	0	0.082	45.93646814	2.2965E-06	0.027597342	4.081775	0.121371513	41.073925		389.24	45.42451183	0.000115813	-0.001876	0.0413755	8.458333	0.03193925	0.011138831	0.075720558	83.92639966	80.25	26.5562	35.5369	0.178795	186.584125	6.08805	0.827757382	0.602798636	0.256402	-2.888597633	-2.814211941
123	-8.933984488	-140.3226215	0.122625	1.0355125	12.723	8.733125	7.932004	19.5153425	0.00385	0.0129625	0.0127375	0.003325	0.0226125	0.019825	0	0.0057	0.00385	0.0129625	0.0127375	0.003325	0.0020625	0.0008875	0.045425	0.0050375	0.00105	0.0002	0.016325	0	0.001025	0	0.0436375	0.0436375	0.00245	0.2169	0.21935	0.002475	0.0076625	17.68893501	42.76924647	39.54181852	0	0.11	46.84791067	0.000002368	0.024135856	4.91362	0.286870796	36.6307375		501.196	75.89697266	0.00015439	-0.0057035	0.0486885	1.9305555	0.057583	0.02584992	0.107752136	55.01515389	102.6666667	26.58593333	35.52143333	0.295753333	190.3563333	4.1372	1.833769461	1.563225792		-3.146517853	-3.208618844
124	-9.080163139	-140.8894836	0.08875	1.5235	19.769875	14.08575	7.908068	20.047104	0.01185	0.01825	0.01081	0.010095	0.01778	0.02691	0	0.007905	0.01185	0.01825	0.01081	0.010095	0.00454	0.00453	0.062095	0.00541	0.00319	0.00046	0.10633	0.006305	0.0016	0	0.06603	0.06603	0.084785	0.32335	0.408135	0.00523	0.026665	9.712795435	32.0821328	58.20507177	0	0.463333333	43.37361867	0.000002409	0.020337136		0.23267001	35.24587		479.118	66.86029212	0.000148546	-0.002079	0.029029	1.388889	0.051903	0.020088428	0.107729174	60.62815667	90	26.5408	35.5679	0.28338	190.6959	4.8786	0.64514142	0.404295027		-3.415076803	-3.503265455
125	-9.388674138	-143.9342897	0.165625	0.5895	4.1975	2.0305	7.9475485	18.037154	0.0008	0.01295	0.004925	0.00475	0.0147	0.016775	0	0.005075	0.0008	0.01295	0.004925	0.00475	0.0002	0.0014	0.038275	0.003025	0	0	0.059925	0.0009	0.000725	0	0.051025	0.051025	0.08615	0.14075	0.2269	0.002825	0.013225	8.278899083	31.20249541	60.5186055	0	0.513333333	48.53466425	0.000002951	0.014566446		0.172346574	32.74247778		433.979	54.85434453	0.000151549	0.007263	0.035392	0	0.0438	0.015299579	0.095454169	68.00743256	99	26.79255	35.58505	0.28369	187.72495	5.62385	0.762414761	0.653988816		-3.178746461	-3.176819315
126	-9.582928283	-151.8078263	0.0285	0.7421875	7.27075	4.7378125			0	0.00885	0.003825	0.0024	0.007375	0.010025	0	0.0044	0	0.00885	0.003825	0.0024	0	0.001075	0.028875	0.00325	0	0.000225	0.04745	0.001375	0	0.0081	0.024075	0.032175	0.0618	0.0654	0.1272	0	0.0088	9.30237688	31.89927789	58.79834523	0	0.03	49.88813514	3.2985E-06	0.015534258		0.111040367	37.7569			44.16985798	0.000147405	0.008589	0.0475895	1.611111	0.035102	0.009630399	0.075107953	79.38051987	63	26.6334	36.178	0.16732	189.8357	-0.22059	0.286200833			-3.531143319	-3.177911615
127	-5.614209635	-152.6600694	0.1283125	0.9513125	10.861375	7.6215625			0	0.00445	0.001875	0.00225	0.004475	0.005475	0	0.0022	0	0.00445	0.001875	0.00225	0	0.001025	0.0135	0.001375	0	0.000125	0.0206	0.00155	0	0.00445	0.021775	0.026225	0.034025	0.049225	0.08325	0	0.004775	8.369445679	27.24266768	64.38788664	0	0.245	53.16588775	3.1995E-06	0.025920765		0.13394832	42.69098571		483.8265	52.07594261	0.000166872	0.033745	0.0771435	1.611111	0.034343667	0.011390263	0.077328995	85.19704103	66.4	26.8386	35.85724	0.224038	188.90228	2.954282	0.529428046	0.422128383		-3.192861064	-3.196341662
128	0.962307668	-153.6134722	0.2321665	0.7896332	8.9170584	6.2324	7.681198	43.623638	0	0.0134	0.00594	0.00198125	0.009975	0.012285	0	0.00335	0	0.0134	0.00594	0.00198125	0	0.00098125	0.02903125	0.00287	0	0.00015	0.02277	0.0015375	0	0.004785	0.01686875	0.02165375	0.03305625	0.07021875	0.103275	0	0.005525	13.62891842	43.2413096	43.12977199	0	0.735	50.6094462	3.3855E-06	0.022216623		0.150322291	37.79566		483.8265	59.53138945	0.000243341	0.035967	0.0804265	0.5416665	0.041784	0.01563254	0.090044765	74.52441788	54	26.322425	35.3668	0.316555	182.77085	3.50027	2.05214459	1.853518436		-3.151749222	-3.126885768
129	7.367014563	-152.9699168	0.0392295	0.8608125	9.5647705	10.6085205			0	0.005925	0.0023875	0.0016	0.00495	0.0066	0	0.0022875	0	0.005925	0.0023875	0.0016	0	0.0006	0.0204	0.0021625	0	0.00025	0.0155125	0.00065	0	0.00105	0.0171625	0.0182125	0.0227125	0.04465	0.0673625	0	0.00375	9.940976981	42.19910231	47.85992071	0	0.975	42.66595283	3.4375E-06	0.013035147		0.100359839	34.747975			40.63198132	0.000207664	-0.0891705	0.0728	1.347222	0.048274	0.012262002	0.101938459	79.41972351	59.75	26.0631	35.2873	0.248715	184.42825	-0.75544	1.801895317	1.390841173		-2.823318886	-2.81079672
130	16.59837879	-155.0206202	0.0085	0.8648335	11.742875	11.061521	7.950176	19.563787	0	0.006975	0.002	0	0.005525	0.007575	0	0.00255	0	0.006975	0.002	0	0	0.00055	0.0227	0.00245	0	0	0.04925	0	0	0.0112	0.0063	0.0175	0.069575	0.044375	0.11395	0	0.010625	6.565471789	32.00123829	61.43328993	0	0.525	47.50580567	0.000101196	0.014948607		0.058273018	26.1257			33.23229154	0.000245434	-0.114249	0.078647	0.8055555	0.029289	0.007773426	0.064782054	96.81519698	69	25.2311	34.8745	0.1205115	186.8404	-2.020825	0.592199747	0.609181417		-3.228966305	-3.291965086
131	23.869725	-158.1286086	0.005625	0.231255333	4.120625	6.0312585	8.0308665	13.3901675	0	0.010166667	0.004333333	0.0003	0.008	0.008533333	0	0.002616667	0	0.010166667	0.004333333	0.0003	0	0.000475	0.02305	0.003633333	0	0.000075	0.05485	0	0	0.02505	0.0055	0.03055	0.050016667	0.074533333	0.12455	0.001	0.012983333	8.121727143	27.2106936	64.66757926	0	0.2375	44.90640714	0.000506662	0.019081705		0.072475551	17.75941429		263.25375	33.07954366	0.000188301	0.0436045	0.050457	0	0.027839	0.006781681	0.061678509	95.81751632	33.66666667	25.0743	35.3006	0.042465333	193.2607333	-2.027433333	0.245295943	0.216515875	0.177505455	-3.195266208	-3.266211286
132	31.93302722	-156.1650883	0.002666667	0.213561333	4.3746665	5.975772			0	0.005466667	0.002816667	0	0.004116667	0.00575	0	0.002033333	0	0.005466667	0.002816667	0	0	0.0007	0.015033333	0.00255	0	0.00035	0.04345	0	0	0.002625	0.003366667	0.005991667	0.030366667	0.048083333	0.07845	0	0.00625	9.596177526	29.47636271	60.92745976	0	0.73	37.3277085	0.000489302	0.020998086		0.067245049	20.99294444		369.64625	31.35974897	0.000161523	-0.1655455	0.0435815	20.777778	0.0272305	0.006964403	0.07002282	101.6807795	43.75	20.077175	34.94235	0.041244	196.970475	0.5923625	0.421393088	0.543286167	0.146150059	-3.037071421	-3.019393216
133	35.03981499	-127.023109	0.007773667	0.780125	6.836541667	13.31220833			0	0.040483333	0.014183333	0.004283333	0.029266667	0.03495	0	0.01515	0	0.040483333	0.014183333	0.004283333	0.001766667	0.002633333	0.100483333	0.01425	0.001225	0.003333333	0.045233333	0.005	0.0008	0	0.041083333	0.041083333	0.047066667	0.199633333	0.2467	0.00295	0.011616667	15.65049251	53.92835813	30.42114936	0	0.496666667	24.6203185	0.000097571	0.02139461		0.242424332	27.64302		621.712	67.24042765	0.000323476	-0.72659	0.0386845	44.541667	0.053168	0.019866073	0.102601568	60.62220955	12	14.78213333	33.39446667	0.124659667	223.8840667	-0.582273333	1.325224198	0.980443023	0.809868786	-2.795708571	-2.783855174
134	32.83624286	-121.8881265	0.040169	1.0770935	11.8871875	18.7953745			0	0.07565	0.06325	0.01515	0.0496	0.0629	0	0.01505	0	0.07565	0.06325	0.01515	0.009	0.0058	0.1204	0.01355	0.00585	0.0013	0.0503	0.0064	0.00135	0.01275	0.0889	0.10165	0.07085	0.37905	0.4499	0.01085	0.02505	25.13597876	41.64069277	33.22332847	0	0.205	18.62533025	0.000032261	0.022925222		0.261407554	23.7281					-1.0713735	0.040663	44.5972225	0.053168	0.019931363	0.099818872	60.66641808	13	14.5572	33.3499	0.11001	222.818	1.6387	1.828710053	1.278367222	0.8673868	-2.741843842	-2.722154859
135	31.69011495	-121.5201658	0.040169	1.0770935	11.8871875	18.7953745			0	0.07565	0.06325	0.01515	0.0496	0.0629	0	0.01505	0	0.07565	0.06325	0.01515	0.009	0.0058	0.1204	0.01355	0.00585	0.0013	0.0503	0.0064	0.00135	0.01275	0.0889	0.10165	0.07085	0.37905	0.4499	0.01085	0.02505	25.13597876	41.64069277	33.22332847	0	0.155	24.51082575	4.31815E-05	0.017697232		0.298230277	20.13575			80.41851711	0.000265022	-0.871912	0.0592505	42.8472225	0.066039	0.03977011	0.120959621	50.278265	28.2	17.09728	33.63866	0.379534	226.74486	-1.0214572	1.075307149	0.612475054	0.935215143	-2.889046099	-2.880058149
136	16.24337901	-118.2570667	0.033075	1.6205625	12.535125	17.0701875			0	0.02565	0.011425	0.0027	0.02315	0.0231	0	0.00585	0	0.02565	0.011425	0.0027	0.000725	0.000975	0.053525	0.00515	0.00155	0.000175	0.036325	0.000675	0.0002	0.0828	0.030475	0.113275	0.067575	0.1477	0.215275	0	0.01835	9.826061437	31.41897037	58.7549682	0	0.41	37.520144	2.84855E-05	0.014430372		0.190881955	23.1195		446.388	58.17931104	0.000161442	-0.2566635	0.051773	22.013889	0.050467	0.018740444	0.10182225	65.79163361	23	24.2802	34.6922	0.25646	201.2685	-0.5937	0.393090405	0.381219691		-2.922299734	-2.763155139
137	13.43564843	-115.35832	0.1010125	1.520027667	15.38444433	16.2655	7.994835	12.327003	0	0.032458333	0.013025	0.009441667	0.031066667	0.0336	0	0.008866667	0	0.032458333	0.013025	0.009441667	0.001083333	0.002783333	0.062925	0.007483333	0.001583333	0.000883333	0.065783333	0.003275	0	0.052141667	0.071683333	0.123825	0.119433333	0.214841667	0.334275	0.0060375	0.0278375	10.12939899	30.26461734	59.60598367	0	0.705	39.69158863	4.4505E-06	0.014686363	1.776926667	0.281920697	33.65707143		393.3883333	71.70675892	0.000292442	0.03626	0.0262575	0	0.056447	0.017706293	0.105841865	63.00406075	19	21.14256	34.6024	0.306974	198.24454	1.9300858	0.762209504	0.923557637	0.358566	-2.82474432	-2.746295225
138	6.351001648	-102.0640799	0.0200165	1.3661665	14.7116665	18.6249585	7.954052	20.3579585	0	0.0182125	0.0067875	0.0008125	0.016625	0.0133375	0	0.00305	0	0.0182125	0.0067875	0.0008125	0	0.0006	0.031625	0.0037625	0	0.00025	0.0493375	0	0	0.0148125	0.0119375	0.02675	0.0654375	0.0812875	0.146725	0	0.0124	10.68167423	35.83804846	53.48027731	0	0.928	34.2550335	4.5965E-06	0.014758397	2.25678	0.093540328	21.29994286		280.8106667	35.38100433	0.000200333	-0.8770505	0.0246605	6.9305555	0.0642	0.01542724	0.109886278	67.82447281	21	20.80095	34.50015	0.173884956	196.68134	2.353934	0.819257175	0.546541926		-2.752412515	-2.759570009
139	6.730944253	-90.85033103	0.0902625	2.11925	26.433625	24.8374375	7.8841645	23.038742	0	0.04755	0.032575	0.013075	0.032575	0.03355	0.0037	0.01105	0	0.04755	0.032575	0.013075	0.00295	0.00345	0.0673	0.00495	0.00115	0.0002	0.047325	0.001775	0	0.025375	0.07125	0.096625	0.087225	0.203925	0.29115	0.00685	0.02925	20.3272082	33.97277974	45.70001206	0	0.455	27.49402633	1.96715E-05	0.017094907		0.243087105	28.75316667		456.336	70.19355392	0.000346121	-0.7485415	0.0145835	7.9305555		0.009762641	0.099994112	86.5267067	19.5	23.8542	34.5482	0.2398387	179.54725	2.1138	0.699159269	0.568772879		-2.760059103	-2.75545875
140	8.120710692	-79.52459371	0.010925	2.085775	27.271375	22.8035	7.957881	20.089091	0	0.019475	0.045325	0.003225	0.018975	0.020725	0	0.004275	0	0.019475	0.045325	0.003225	0.005175	0.00145	0.0307	0.004975	0.000275	0	0.012475	0.00165	0.000225	0.0217	0.0312	0.0529	0.031925	0.177825	0.20975	0.0042	0.0159	38.83957765	25.52998591	35.63043644	0	0.235	36.39512	0.000706879	0.01293381		0.239275448	20.77036667		475.56275	69.86841965	0.000346671	0.254223	0	1	0.0595	0.017785107	0.111657938	60.5803833	14.66666667	23.6186	33.3828	0.398584667	188.6905667	0.438233333	4.916057116	4.568789883		-3.170096871	-3.165035643
141	15.30523	-82.98900615	0.018175	0.432275	6.8431875	4.36125	8.0124265	14.1140095																																	0	0.842	33.34956011	0.001273584	0.008681155		0.206460891	17.92175		494.7895	58.24848484	0.000180005	-2.922481	0.022286	12.875	0.0595	0.01752183	0.083144741	61.32811356	10.5	22.7509	33.62945	0.096442333	201.8093333	-2.4116	9.540051483	5.728645424		-3.039862169	-2.956459368
142	25.81246581	-87.50445501	0.015416667	0.163708333	2.446416667	1.856	8.049072	12.2008475	0	0.0306	0.01695	0.00085	0.02425	0.02195	0	0.0022	0	0.0306	0.01695	0.00085	0.0015	0.0004	0.0584	0.0063	0.002266667	0.00055	0.0325	0	0.00045	0.0074	0.0098	0.0172	0.0514	0.1931	0.2445	0.0029	0.01695	17.02903921	54.38772968	28.58323111	0	0.8	27.02801491	0.001205108	0.007861667		0.163689895	20.70788		353.5895	54.05694403	0.00011425	-3.8150595	0.2216855	13.4166665		0.017611747	0.07955994	71.91767184	122	24.9722	36.361325	0.177694	195.17118	-0.124925	1.880168166	1.872989481	2.344279624	-3.534251719	-3.545764513
143	30.4808641	-78.99468936	0.02475	0.228875	4.5251875	2.2186875	8.0636195	11.661783	0	0.0132875	0.0050375	0.0004	0.0099	0.01095	0	0.00145	0	0.0132875	0.0050375	0.0004	0.0004	0.0006	0.0328625	0.00395	0.0005	0.00085	0.0262625	0	0.0004	0.0061	0.0041875	0.0102875	0.04375	0.0928375	0.1365875	0.00125	0.0109	10.29999606	52.56870042	37.13130352	0	0.318333333	21.86517143	0.001122404	0.00744645		0.196143437	14.43192			62.52205927	0.000123891	-1.3395875	0.324	1.472222	0.0399729	0.018846618	0.09114993	71.67666194	58.28571429	24.689925	36.3730875	0.125251375	195.5240875	-0.407594625	1.620678291	2.045695088		-3.81104191	-3.765624
144	36.86102918	-72.33796459	0.088	0.059625	1.537625	1.2089375	8.058124	12.967823	0	0.0254	0.011125	0.001025	0.01825	0.01725	0	0.002225	0	0.0254	0.011125	0.001025	0.001625	0.00045	0.044025	0.0046	0.002925	0.000125	0.0227	0	0	0.0096	0.012325	0.021925	0.044425	0.14685	0.191275	0.001275	0.01305	14.8162287	52.38770844	32.79606286	0	0.534	22.14854843	0.000948721	0.010820314		0.186703541	17.83588		481.9585	62.64886298	8.83423E-05	0.991773	0.196897	2.6666665	0.047644	0.02447997	0.101476744	69.62253274	61.66666667	23.53626667	36.47896667	0.124707333	199.7282333	-1.23497	1.919202734	2.222931577	1.342294278	-3.285187515	-3.250864864
145	38.49416232	-70.26766667	0.06575	0.6276875	8.4605	2.668625	7.882102	23.63622	0	0.01505	0.0528	0.0077	0.0146	0.0296	0	0.0032	0	0.01505	0.0528	0.0077	0.01655	0.00365	0.04585	0.0071	0.00975	0.0005	0.01065	0.0017	0	0	0.04565	0.04565	0	0.3214	0.3214	0.0069	0.01195	38.78716428	34.06501369	27.14782203	0	0.666	16.82210129	0.001000265	0.009385619		0.323431708	29.22208889		488.7515	86.50897064	8.63033E-05	-2.0528345	0.0962615	47.236111	0.060227	0.040233206	0.118763461	52.15952746	90	14.09746667	35.32936667	0.326523333	234.9927333	5.607333333	1.387707152	1.366915733	1.0764424	-3.191449046	-3.247674545
146	34.4598748	-70.51464228	0.17425	0.2175625	3.7906875	1.9733125	8.082644	12.569955																																	0	0.265	19.35580471	0.001091083	0.005984075		0.130448687	35.44191429		385.7925	49.35061264	0.000186145	-2.028705	0.0413505	45.5	0.060363333	0.031238038	0.108431839	60.69170516	133.6666667	16.28423333	35.90583333	0.23393	224.8621333	3.464753333	0.572148314	0.600980012		-3.383089646	-3.392976515
147	32.64464118	-65.92836882	0.189333333	0.031	1.3234375	1.010875	8.1013755	11.333903																																	0	0.1	25.9890264	0.001058753	0.006362274		0.151344038	38.9084		415.07	53.39067332	2.79829E-05	0.03639	0.0602785	0.6666665	0.0393	0.017177849	0.087335964	73.70062828	211.6666667	20.12395	36.74315	0.156446667	214.0637333	1.12012	0.474208141	0.488835548		-3.307482827	-3.363179709
148	32.89451516	-59.41080984	0.080875	0.0650625	1.541125	1.082375	8.094963	11.512676																																	0	0.29	31.33271943	0.000998614	0.009025329		0.205540285	29.24312		485.4285	66.42600187	0.000143193	0.1724995	0.082547	0.6666665	0.0430635	0.0231607	0.094330612	69.2568367	149.6666667	20.29596667	36.76146667	0.137	213.1825	0.1822	0.937198207	0.783165188		-3.726366876	-3.814837187
149	34.42278496	-47.50304675	0.136875	0.1933125	3.504	1.4139875	8.029182	14.686508																																	0	0.715	35.4151615	0.001042311	0.012355172	1.63013	0.244451742	35.46326667		573.1176667	68.56736064	0.000107051	0.121511	0.0761795	0.6944445	0.049307333	0.029677777	0.098896085	60.55370617	112	18.74025	36.58195	0.23323	220.37505	-0.987641	1.152893591	0.986681447		-3.569675879	-3.570354113
150	35.82513174	-35.95011672	0.0325	0.16375	3.0114375	1.822175	8.090792	12.896713																																	0	0.955	37.7933852	0.001200144	0.01724042	1.63013	0.212802447	23.79634		518.3741667	60.81105203	0.000188794	-0.0952	0.049474	19.486111	0.050903	0.026450255	0.104105494	61.98385175	90	17.55105	36.4791	0.19455	229.23895	-0.732085	0.499837768	0.538796304		-3.884051093	-3.870336211
151	37.3483977	-27.02208582	0.0153125	0.197125	3.167	1.681625	8.07392	13.7005535																																	0	0.381666667	33.0663505	0.001147136	0.021802409		0.29049626	26.51248333		447.0798333	66.64654055	0.000191232	-0.1255885	0.0299115	21.833333	0.046052667	0.023492253	0.086005891	71.97501755	54	17.26236667	36.40593333	0.135578	231.3068	-0.03865	0.864560116	0.747372438		-3.668869035	-3.736948641
152	43.75129077	-16.84934932	0.274375	0.243708333	3.669666667	1.715833333	8.0738645	14.5129645																																	0	0.038	30.93056311	0.00101877	0.024785862		0.297966019	40.58284545		484.369	96.96589749	0.000218033	0.0415115	0.049417	3.0416665	0.041085333	0.022228149	0.102245415	65.55348434	131.5	14.964125	36.215425	0.2583035	239.868275	2.70885	1.148365057	0.954326622	0.224050286	-3.554564378	-3.549004893
153	45.38931753	-16.42425909	0.1725	0.3455	5.2625	2.16925																																			0	0.3075	33.97506892	0.000734467	0.017100491		0.800485618	50.60248			173.8740238	0.000415336	0.1671305	0.083398	0		0.030968754	0.143902893	63.1545105	121.3333333	13.94763333	36.09836667	0.190296667	242.6436667	1.434113333	1.121075759	0.787891374	0.427975625	-3.697731927	-3.565258629
154																																																																		7.808813827	6.228031324	2.429985	-3.163434127	-3.123991528
155	56.04718889	-14.71547068	0.1894375	0.47907	9.16075	2.2952085	7.96075		0.0143	0.007275	0.05965	0.0011	0.0169	0.028475	0.00535	0.0015	0.0143	0.007275	0.05965	0.0011	0.0023	0.0008	0.018	0.011575	0.0023	0.001525	0.0014	0	0	0	0.008375	0.008375	0	0.176775	0.176775	0.0064	0.0046	70.28706983	21.83593447	7.876995692	0	0.658	41.3473537	0.000477562	0.010381768		0.257375691	55.81954	408.3687744		68.63937161	0.000282523	0.0991065	0.09184975	0	0.04681	0.016936379	0.128739992	68.12908936	65.25	11.679625	35.6589	0.45524	259.1845	4.11785	16.15583865	16.31108242		-2.387463975	-2.338627563
156	67.141	0.2355																																							0	0.23	27.483475	0.000599484	0.023701385		0.548190624	45.8727			114.9631805	0.000797054	0.189385	0.121118	0											26.77081657			-2.492993343	-2.398228939
157	67.141	0.2355	0.115	0.310998	4.9155	0.674716			0	0.031	0.1028	0.0073	0.0416	0.0906	0	0.0381	0	0.031	0.1028	0.0073	0	0.0074	0.133	0.0941	0.0444	0.0325	0.0286	0.007	0	0	0.0567	0.0567	0	0.7028	0.7028	0.0054	0.0249	40.80015279	42.38784882	16.81199839	0	0.23	27.483475	0.000599484	0.023701385		0.548190624	45.8727			114.9631805	0.000797054	0.189385	0.121118	0											16.29929628	16.8822059	15.371572	-2.546642515	-2.504353787
158	67.84643645	0.720435826	0.13725	0.5395775	8.440875	4.443939	7.89125		0.002075	0.009175	0.045	0.001925	0.019325	0.018225	0	0.004375	0.002075	0.009175	0.045	0.001925	0.008375	0.000875	0.018525	0.00405	0.00175	0.00055	0.0017	0	0	0	0.01275	0.01275	0	0.1572	0.1572	0.003525	0.00465	62.30074835	24.8670537	12.83219795	0	0.086666667	30.39005292	0.000761878	0.016713677		1.343882194	63.8019	920.9242249		152.8706839	0.000733652	0.0299835	0.0895145	1.5722222	0.074625	0.026923417	0.15685541	44.4408226	14	5.9846	35.2248	0.661733333	314.7787667	3.816866667	6.767967884	5.560521861	2.936221167	-2.551758701	-2.570253347
159	76.18061	1.31755	0.044	0.201166	1.767	0.724185			0.0056	0.0751	0.2709	0.0052	0.0652	0.1547	0	0.0577	0.0056	0.0751	0.2709	0.0052	0	0.0074	0.1201	0.161	0.0352	0.0483	0.0128	0.0047	0	0	0.0463	0.0463	0	0.9437	0.9437	0.0148	0.0282	64.25899652	27.72870439	8.012299089	0	0.01	33.79629	0.000874157	0.014557052		7.735256672	109.6568			374.5871506	0.000471166	-0.007624	0.058176	3.277778											1.024372259	1.056326422	0.08257	-2.918465614	-2.923809957
160	76.1825	1.3918	0.1575	0.382143	6.925	3.740291			0.011	0.1015	0.286	0.0068	0.103	0.2214	0	0.1449	0.011	0.1015	0.286	0.0068	0	0.0109	0.2022	0.1389	0.0536	0.0272	0.0129	0.0017	0	0	0.0574	0.0574	0	1.2258	1.2258	0.0142	0.0324	60.68917089	32.41172851	6.899100604	0	0.01	33.79629	0.000874157	0.014557052		7.650969982	109.6568			364.1092834	0.000462997	-0.007624	0.058176	3.277778											0.973639049	1.135359385	0.4692995	-2.942168588	-2.9645322
161	76.1825	1.3918	0.09	0.490558	7.65	4.411642			0.0076	0.1204	0.2812	0.006	0.1298	0.2553	0	0.2338	0.0076	0.1204	0.2812	0.006	0	0.0094	0.2811	0.2599	0.0637	0.0847	0.0128	0.0059	0	0	0.0563	0.0563	0	1.5499	1.5499	0.0105	0.0443	58.97051921	35.51768831	5.51179248	0	0.01	33.79629	0.000874157	0.014557052		7.650969982	109.6568			364.1092834	0.000462997	-0.007624	0.058176	3.277778											3.094672755	2.542421699	1.112343	-2.561048409	-2.622496598
162	76.1825	1.3918	0.0755	0.425809	6.912	2.796337			0.1454	0.0607	0.7072	0	0.4263	0.3721	0	0.0062	0.1454	0.0607	0.7072	0	0.0684	0	0.3053	0.0795	0.0042	0.0065	0.0011	0	0	0	0.0246	0.0246	0	2.1383	2.1383	0.0305	0.0251	69.69973295	28.51310507	1.78716198	0	0.01	33.79629	0.000874157	0.014557052		7.650969982	109.6568			364.1092834	0.000462997	-0.007624	0.058176	3.277778											2.434728364	1.173180196	0.67149	-2.427693299	-2.464086883
163	75.33818995	6.444256621	0.0795	0.6074925	8.913625	4.873215	7.96775																																		0	0.182857143	39.10518608	0.000591845	0.008341255		4.216512181	84.44667143	536.1796227		252.0341104	0.000595768	0.0472365	0.066221333	2.763888833	0.55042125	0.159906891	0.383039468	27.4028513	24.6	4.28832	35.21678	1.964978	330.45642	7.64758	2.019516413	1.377073888	0.549388333	-2.936623618	-2.949298438
164	72.5128	44.0775																																							0	0.37	42.681683	0.000430005	0.006979311		0.56983164	48.5056	533.646698		116.7825508	0.00057966	-0.011538	0.011037	1.222222											1.543306963	1.186323069	0.560874	-2.667351528	-2.705391423
165	72.5128	44.0775																																							0	0.37	42.681683	0.000430005	0.006979311		0.56983164	48.5056	533.646698		116.7825508	0.00057966	-0.011538	0.011037	1.222222															
166	72.5128	44.0775																																							0	0.37	42.681683	0.000430005	0.006979311		0.56983164	48.5056	533.646698		116.7825508	0.00057966	-0.011538	0.011037	1.222222											3.85672116	3.395281167	1.8319605	-2.782397173	-2.797626632
167	72.5128	44.0775	0	0	0.088	1.103231			0	0.0333	0.1451	0.0044	0.0228	0.0619	0	0.0351	0	0.0333	0.1451	0.0044	0	0.0189	0.0284	0.0467	0.0085	0.0195	0.0111	0.0025	0	0	0.0363	0.0363	0	0.4795	0.4795	0.004	0.0173	71.9546662	14.95919165	13.08614215	0	0.37	42.681683	0.000430005	0.006979311		0.56983164	48.5056	533.646698		116.7825508	0.00057966	-0.011538	0.011037	1.222222														-2.748372057	-3.392479
168	73.00604732	45.23056451	0.06325	0.1771635	1.8585	1.799244	7.9635		0.007375	0	0.158275	0.000525	0.039975	0.051125	0	0	0.007375	0	0.158275	0.000525	0	0.0049	0.039425	0.01165	0.0174	0.001275	0.005525	0	0	0	0.018075	0.018075	0	0.465075	0.465075	0.012075	0.01735	72.76780146	19.73027677	7.501921762	0	0.21	36.47750671	0.000850383	0.012431361		0.439070671	35.15845714	419.1870234		96.42593524	0.000469427	0.002128	0.022487	1.407407333	0.080459	0.040048383	0.146186931	43.63774262	17	4.9874	35.10395	0.271156667	297.166525	-4.367225	7.800128294			-2.523692025	-2.51937655
169	77.5925	58.63848333	0	0.019691	0.084	0.814374			0	0.0014	0.0273	0.0042	0.0052	0.0116	0	0.0032	0	0.0014	0.0273	0.0042	0	0.0023	0.0069	0.0196	0.01	0.0081	0.0127	0.0062	0	0	0.0284	0.0284	0	0.1596	0.1596	0.0014	0.0102	43.94363607	15.58591515	40.47044879	0	0.07	28.353964	0.001030204	0.008033745			14.4567					0.005689	0.019112	3														-2.640952758	
170	77.90645789	67.05802632	0	0.039877	0.093	0.65216			0	0.0041	0.019	0.0035	0.0071	0.0147	0	0.0014	0	0.0041	0.019	0.0035	0	0.0046	0.0356	0.0263	0.0032	0.0125	0.0076	0.0062	0	0	0.0263	0.0263	0	0.1936	0.1936	0.0017	0.0095	26.04726976	43.97989677	29.97283347	0	0.05	31.370692	0.001044142	0.004836264			15.4577					-0.0203585	0.009556	2.8055555	0.086424	0.042028971	0.136857469	42.11858368	12	4.5509	35.1506	0.24162	300.3598	-2.5966				-2.482506	
