Genome_Id	total_length	N_Fixation_Phylum	Cosmopolitan_Score_Subset_01	Max_Percent_reads	Average_percent_reads_Size_01	Average_percent_reads_Size_02	Average_percent_reads_Size_03	Average_percent_reads_Size_04	Average_percent_reads_subset_01	Portion_Size_01	Portion_Size_02	Portion_Size_03	Portion_Size_04	Portion_ALL_Arctic	Portion_ALL_Atlantic	Portion_ALL_Indian	Portion_ALL_MED	Portion_ALL_Pacific	Portion_ALL_RED	Portion_ALL_Southern	on RAST	Known_population	Of interest	N_Fixation	N_Fixation_Phylum	HBDs	Source	Domain anvio	Phylum gtdbtk	Class gtdbtk	Order gtdbtk	Family gtdbtk	Genus gtdbtk	Species gtdbtk	total_length	num_contigs	N50	GC_content	percent_completionanviov6	percent_redundancyanviov6	Cluster_Size_first_round	Completion_Minus_Red	Redundancy_removal_V1_V2	fastani_ani
TARA_PSE_MAG_00048	2529742		34	0.180373905	0.005291687	4.58533E-05	4.43951E-05	0	0.00198043	98.32312337	0.851985906	0.824890723	0	0	22.08043567	22.98265138	0	43.60747626	11.32943669	0		Yes					MAG_small_size_fraction	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA1100	UBA1100		2529742	431	6447	46.44	77.46	2.82	1	74.65	Unique	98.35
TARA_RED_MAG_00016	1961043		13	0.112586078	0.000904569	0	0	0	0.000335469	100	0	0	0	0	2.433946309	1.006034807	0	2.481666592	94.07835229	0		Yes					MAG_small_size_fraction	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	UBA11657	UBA1136		1961043	54	72153	41.21	91.55	0.00	1	91.55	Unique	99.78
TARA_ANE_MAG_00059	1921614		37	0.085634477	0.002087717	2.20091E-05	0	0	0.000778042	98.95677948	1.043220519	0	0	0	22.80107018	9.681163488	26.60157137	16.81529442	24.10090055	0							MAG_small_size_fraction	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	UBA11606	UBA11606	GCA_002699625.1	1921614	352	5939	65.71	76.06	2.82	1	73.24	Unique	97.32
TARA_ION_45_MAG_00100	1981191		47	0.083701052	0.00331561	6.81126E-05	0	2.04993E-05	0.001246083	97.39699918	2.000827591	0	0.602173226	0	7.328161175	39.23417139	5.855395482	15.72830237	31.85396958	0		Yes					MAG_large_size_fractions	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	UBA11606	UBA11606		1981191	372	5437	65.78	79.14	2.16	1	76.98	Unique	98.57
TARA_IOS_MAG_00027	2156714		41	0.098062862	0.002953577	7.25738E-05	1.86222E-05	0	0.00111208	97.00483215	2.383554546	0.611613302	0	0	7.55473515	32.89687614	7.329069074	18.23010485	33.98921479	0							MAG_small_size_fraction	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	UBA11606	UBA11606		2156714	377	6329	66.02	87.32	0.00	1	87.32	Unique	97.89
TARA_MED_MAG_00131	2598506		8	0.073158886	0.000833142	0	0	0	0.00030898	100	0	0	0	0	3.020354883	0	80.30601068	16.67363444	0	0							MAG_small_size_fraction	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	UBA11606	UBA11606		2598506	321	10039	65.10	80.28	2.82	1	77.46	Unique	
TARA_MED_MAG_00026	1378810		53	0.391187729	0.018971446	6.04584E-05	4.45164E-05	0	0.007056261	99.44971451	0.316927151	0.233358336	0	0	47.07370727	17.18457452	4.921824741	13.26907609	17.55081737	0		Yes					MAG_small_size_fraction	Bacteria	Proteobacteria	Gammaproteobacteria	UBA11654	UBA11654	UBA11654	GCA_002168035.1	1378810	71	43262	38.81	88.73	1.41	1	87.32	Unique	99.77
TARA_RED_MAG_00019	1853706		7	0.131107887	0.001119149	0	0	0	0.000415048	100	0	0	0	0	0	1.712006963	0	16.7089131	81.57907994	0		Yes					MAG_small_size_fraction	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	UBA11657	UBA11657	UBA11657 sp1	1853706	37	95114	35.58	95.77	0.00	1	95.77	Unique	99.55
TARA_ANE_MAG_00013	2029860		14	0.099358025	0.000732371	1.87275E-05	0	0	0.000274832	97.50664823	2.493351771	0	0	0	57.32606668	0	32.92137772	9.752555599	0	0		Yes					MAG_small_size_fraction	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA11663	GCA_002469765.1	2029860	253	10689	57.33	95.77	2.82	1	92.96	Unique	99.13
TARA_ANE_MAG_00025	1934443		45	0.152827691	0.005894787	0.000694796	0.000252649	9.87417E-05	0.002385759	84.92737619	10.01006865	3.639963967	1.42259119	0	32.73582856	12.55914304	45.1789099	5.305877395	4.220241108	0		Yes					MAG_small_size_fraction	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA11663	UBA11663 sp1	1934443	145	18039	58.51	81.69	1.41	1	80.28	Cluster_47	98.07
TARA_AON_82_MAG_00227	2311558		13	0.303797806	0.001899085	0.001815286	0.000100802	2.07401E-05	0.001044473	49.50802541	47.32343187	2.627860942	0.540681782	0	90.56352819	0	7.385376975	2.051094837	0	0							MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA11663		2311558	281	12342	54.62	78.42	4.32	1	74.10	Unique	
TARA_MED_95_MAG_00319	1939824		16	0.042948292	0.001283975	6.6229E-05	0	1.4185E-05	0.000490849	94.10622406	4.854114103	0	1.039661839	0	22.04218182	0	73.1229439	4.834874276	0	0							MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA11663		1939824	373	5 419	56.13	76.06	1.41	1	74.65	Unique	
TARA_MED_MAG_00004	2106270		37	0.048146043	0.001729474	4.83029E-05	0	0	0.000649712	97.28295941	2.717040589	0	0	0	4.015209582	13.20201296	20.32725057	11.76248647	50.69304042	0							MAG_small_size_fraction	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA11663		2106270	141	21624	58.72	100.00	1.41	1	98.59	Unique	
TARA_PON_109_MAG_00087	2369095		43	0.001815586	5.62226E-06	1.18957E-05	1.06464E-05	8.57296E-08	6.5644E-06	19.90173871	42.10838267	37.68641183	0.30346679	0	1.55387611	9.163072304	68.20445749	3.932827995	17.1457661	0		Yes					MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA11663	GCA_002683345.1	2369095	154	24704	58.57	90.65	2.88	1	87.77	Unique	99.57
TARA_PSW_86_MAG_00148	1972578		25	0.240906777	0.005351465	0.000409547	0.000407795	0.000553548	0.002275102	79.60699532	6.092316626	6.06625458	8.234433474	0	0.287112527	3.801595471	0	95.911292	0	0		Yes					MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA11663	GCA_002313415.1	1972578	379	5826	51.03	85.61	3.60	3	82.01	Unique	98.06
TARA_PSW_86_MAG_00171	1989415		29	0.304953595	0.001286768	5.15547E-05	0	2.202E-05	0.000491164	94.59146107	3.789831191	0	1.618707742	0	1.334560747	23.76834123	0.566367395	10.09152753	64.2392031	0							MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA11663		1989415	298	8091	60.20	81.29	1.44	1	79.86	Unique	
TARA_PSW_86_MAG_00234	1882605		32	0.043120637	0.001492731	0.000174148	0	8.14413E-05	0.000602351	85.38083862	9.96090276	0	4.658258616	0	7.891513919	35.46930816	42.97956339	13.65961453	0	0							MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA11663	UBA8088	1882605	351	5770	58.62	74.82	4.32	1	70.50	Unique	95.85
TARA_PSW_86_MAG_00252	2456577		32	0.0859422	0.001694066	0.00013492	0	2.12381E-05	0.000656389	91.56005892	7.292075205	0	1.147865877	0	7.045575008	44.99588435	20.84396009	27.11458055	0	0							MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA11663		2456577	145	28783	56.16	71.22	4.32	1	66.91	Unique	
TARA_MED_95_MAG_00157	1791298		11	0.446176391	0.007229586	1.6192E-05	0	0	0.002683959	99.77653198	0.223468019	0	0	0	0	0	100	0	0	0		Yes					MAG_large_size_fractions	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	UBA1172	UBA1172	UBA1172 sp1	1791298	127	19 697	57.10	92.96	2.82	1	90.14	Unique	99.34
TARA_ION_45_MAG_00102	1364916		33	0.177472083	0.006305718	0.000507334	6.33988E-05	3.04762E-05	0.002447283	91.29556025	7.345295734	0.917902338	0.441241683	0	0.415754362	23.54846173	0	17.6819229	58.35386101	0		Yes					MAG_large_size_fractions	Archaea	Thermoplasmatota	MGII	MGII	MGIIB	UBA11751	GCA_002685735.1	1364916	131	15648	50.77	79.63	3.09	2	76.54	Unique	98.81
TARA_IOS_MAG_00039	1270583		18	0.262482528	0.004989411	0.000242799	5.3297E-05	0.000129636	0.001934132	92.1381236	4.483696987	0.984222321	2.393957093	0	0	8.820697085	0	91.17930292	0	0		Yes					MAG_small_size_fraction	Archaea	Thermoplasmatota	MGII	MGII	MGIIB	UBA11751	GCA_002502565.1	1270583	130	14363	48.62	85.53	2.63	1	82.89	Cluster_158	99.01
TARA_MED_95_MAG_00257	1283417		32	0.170717382	0.002989169	0	0	0	0.001108566	100	0	0	0	0	21.95227779	2.188869097	65.06533907	10.79351404	0	0							MAG_large_size_fractions	Archaea	Thermoplasmatota	MGII	MGII	MGIIB	UBA11751		1283417	97	19 033	50.13	85.53	3.95	1	81.58	Unique	
TARA_MED_MAG_00095	1413342		30	0.083683088	0.002563697	0	0	0	0.000950775	100	0	0	0	0	35.04328492	1.965697024	54.86799887	8.123019186	0	0							MAG_small_size_fraction	Archaea	Thermoplasmatota	MGII	MGII	MGIIB	UBA11751		1413342	42	57016	49.07	86.84	1.32	1	85.53	Cluster_134	
TARA_PON_109_MAG_00197	1171551		36	0.129023352	0.003910068	5.77522E-05	2.40364E-05	0	0.001465479	97.95111413	1.446750533	0.602135335	0	0	19.11654305	6.724024029	4.839160226	69.3202727	0	0		Yes					MAG_large_size_fractions	Archaea	Thermoplasmatota	MGII	MGII	MGIIB	UBA11751	GCA_002504845.1	1171551	214	6097	49.72	72.22	3.09	2	69.14	Unique	98.15
TARA_PSW_MAG_00057	1441360		37	0.132732659	0.003925754	0.000250793	1.00829E-05	0	0.001501375	93.76883192	5.990333286	0.24083479	0	0	0.405125902	22.72651919	0	26.82917475	50.03918016	0		Yes					MAG_small_size_fraction	Archaea	Thermoplasmatota	MGII	MGII	MGIIB	UBA11751	GCA_002505695.1	1441360	29	104022	50.29	90.79	1.32	1	89.47	Unique	99.78
TARA_PSW_MAG_00075	1416115		33	0.323867062	0.006013574	3.65359E-05	0.000291699	0	0.002302557	94.82427635	0.57611157	4.599612083	0	0	0.381870343	17.07185548	0	3.019197526	79.52707666	0		Yes					MAG_small_size_fraction	Archaea	Thermoplasmatota	MGII	MGII	MGIIB	UBA11751	GCA_002505455.1	1416115	79	26221	50.06	92.11	1.32	1	90.79	Unique	99.69
TARA_ANE_MAG_00006	1424655		15	0.040689942	0.000724226	0	0	0	0.000268587	100	0	0	0	0	60.08178169	0	31.69246206	8.225756246	0	0		Yes					MAG_small_size_fraction	Bacteria	Proteobacteria	Gammaproteobacteria	UBA4486	UBA4486	UBA11869	GCA_002692205.1	1424655	69	37360	35.18	100.00	0.00	1	100.00	Unique	99.51
TARA_AON_82_MAG_00023	1412586		37	0.142673289	0.004292973	0	1.33232E-05	0	0.001595113	99.69061183	0	0.309388169	0	0	62.17392145	7.226241491	0.258458052	13.93472544	16.40665356	0		Yes					MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	UBA4486	UBA4486	UBA11869	GCA_002698845.1	1412586	88	23862	34.66	97.12	1.44	1	95.68	Cluster_02	99.31
TARA_RED_MAG_00041	2113769		4	0.059608938	0.000305444	0	0	0	0.000113277	100	0	0	0	0	0.550643432	0	0	2.028120432	97.42123614	0		Yes					MAG_small_size_fraction	Bacteria	Chloroflexota	UBA2235	UBA11872	UBA11872	UBA11872		2113769	76	57468	53.37	85.92	2.82	1	83.10	Unique	99.45
TARA_AOS_82_MAG_00061	4187319		20	0.400207899	0.006857427	0.000224516	0	0	0.00258181	96.8297344	3.170265601	0	0	0	30.86428946	11.10654088	0.204429037	0.142967597	57.68177303	0		Yes					MAG_large_size_fractions	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	UBA11883	UBA11883 sp1	4187319	565	9318	48.75	87.77	6.47	1	81.29	Unique	99.11
TARA_ANE_MAG_00024	1885787		25	0.049110507	0.002191371	0	8.22778E-05	0	0.000831329	96.38124685	0	3.618753145	0	0	13.30969199	31.4853498	0	8.317967748	46.88699046	0							MAG_small_size_fraction	Archaea	Thermoplasmatota	MGII	MGII	MGIIA	UBA120		1885787	95	38546	42.92	89.47	1.32	1	88.16	Unique	
TARA_AON_82_MAG_00188	1636507		38	0.403142416	0.009756379	0	2.67584E-05	0	0.00362432	99.72648457	0	0.273515435	0	0	63.8756675	14.23735155	0.671019558	5.626477475	15.58948392	0		Yes					MAG_large_size_fractions	Archaea	Thermoplasmatota	MGII	MGII	MGIIA	UBA120	GCA_002504805.1	1636507	272	7110	43.74	82.10	3.70	1	78.40	Unique	98.89
TARA_AON_82_MAG_00191	1554790		33	0.112364398	0.003897077	0	1.83075E-05	0	0.00144942	99.53242061	0	0.467579393	0	0	71.76182082	0.698244256	10.76085185	16.77908307	0	0		Yes					MAG_large_size_fractions	Archaea	Thermoplasmatota	MGII	MGII	MGIIA	UBA120	GCA_002503295.1	1554790	238	7791	41.78	79.63	1.85	1	77.78	Unique	99.07
TARA_ASW_MAG_00011	1963677		21	0.619443254	0.008297275	0.000277761	2.71455E-05	8.04103E-05	0.003149641	95.56219319	3.199055219	0.312642712	0.926108883	0	6.139795032	10.46956738	0	83.39063758	0	0		Yes					MAG_small_size_fraction	Archaea	Thermoplasmatota	MGII	MGII	MGIIA	UBA120	GCA_002710015.1	1963677	138	22355	42.40	92.11	0.00	1	92.11	Cluster_162	99.64
TARA_ASW_MAG_00017	1831334		3	0.066250549	0.00051331	0	0	0	0.000190366	100	0	0	0	37.04765735	62.95234265	0	0	0	0	0							MAG_small_size_fraction	Archaea	Thermoplasmatota	MGII	MGII	MGIIA	UBA120		1831334	157	17061	42.82	82.89	2.63	1	80.26	Unique	
TARA_IOS_MAG_00047	1626217		17	0.19026547	0.002616858	0.000132725	0	0	0.000993344	95.17291588	4.827084117	0	0	0	0	45.93361215	0	54.06638785	0	0		Yes					MAG_small_size_fraction	Archaea	Thermoplasmatota	MGII	MGII	MGIIA	UBA120	GCA_002720115.1	1626217	213	8668	43.59	84.21	1.32	1	82.89	Unique	98.37
TARA_MED_95_MAG_00255	1523040		33	0.273300285	0.004515863	2.72311E-05	1.85422E-05	0	0.001683646	98.99655849	0.596959152	0.406482361	0	0	26.91825172	12.92232979	45.32906898	14.83034951	0	0							MAG_large_size_fractions	Archaea	Thermoplasmatota	MGII	MGII	MGIIA	UBA120		1523040	293	6 007	43.17	81.58	0.00	1	81.58	Unique	
TARA_PSW_MAG_00094	1766006		26	0.171690522	0.002110145	7.81879E-05	0	0	0.000796033	96.42705753	3.572942467	0	0	0	0.772265659	57.20403051	1.059763891	27.07333642	13.89060352	0							MAG_small_size_fraction	Archaea	Thermoplasmatota	MGII	MGII	MGIIA	UBA120		1766006	171	14407	44.94	72.37	0.00	1	72.37	Unique	
TARA_RED_MAG_00072	1635506		25	0.114396689	0.002929286	1.45405E-05	1.31734E-05	0	0.001091845	99.06277115	0.491730383	0.445498471	0	0	1.800091686	27.01620191	0	4.012979651	67.17072675	0		Yes					MAG_small_size_fraction	Archaea	Thermoplasmatota	MGII	MGII	MGIIA	UBA120	GCA_002727515.1	1635506	211	9607	40.98	84.21	2.63	1	81.58	Unique	99.41
TARA_AON_82_MAG_00196	1726798		23	0.090027064	0.002114132	0	0	0	0.000784049	100	0	0	0	0	83.86302437	2.462734651	6.9621339	6.712107078	0	0		Yes					MAG_large_size_fractions	Archaea	Thermoplasmatota	MGII	MGII	MGIIA	UBA12002		1726798	211	10567	42.34	80.25	3.09	1	77.16	Unique	99.16
TARA_PSW_MAG_00101	1348179		22	0.167860686	0.001904089	0.000118223	1.84456E-05	0	0.000730686	93.30303133	5.79310781	0.903860864	0	0	7.560806924	39.6746841	0	30.56060807	22.2039009	0		Yes					MAG_small_size_fraction	Archaea	Thermoplasmatota	MGII	MGII	MGIIA	UBA12002		1348179	190	8215	42.63	73.68	3.95	1	69.74	Unique	99.45
TARA_RED_MAG_00055	1823078		26	0.075147021	0.002454281	5.37003E-05	2.65293E-05	0	0.000925452	96.83451244	2.118763917	1.046723639	0	0	3.712052885	18.1504986	0	5.139721641	72.99772688	0		Yes					MAG_small_size_fraction	Archaea	Thermoplasmatota	MGII	MGII	MGIIA	UBA12002	GCA_002728595.1	1823078	123	27668	42.71	86.84	1.32	1	85.53	Unique	99.68
TARA_AOS_82_MAG_00123	3121176		18	0.216736433	0.004337379	0.000677899	0.000715154	0.000118942	0.001914676	74.15116188	11.58925371	12.22616272	2.033421688	0	37.97765292	0	28.00589284	34.01645423	0	0							MAG_large_size_fractions	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	UBA12014	UBA12014 sp1	3121176	445	8498	66.67	70.50	2.16	1	68.35	Unique	97.95
TARA_MED_95_MAG_00134	3099596		11	0.213346689	0.001672158	0.002201685	0.000191891	0	0.001042697	41.12807103	54.15221473	4.719714247	0	1.557727841	30.55431997	0	66.35570897	1.532243223	0	0		Yes					MAG_large_size_fractions	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	UBA12014	GCA_002167845.1	3099596	86	55 585	63.10	92.96	1.41	2	91.55	Unique	99.75
TARA_PON_109_MAG_00103	2793088		18	0.056207619	0.001003127	3.34606E-05	1.52392E-06	4.72673E-07	0.000378236	96.58600856	3.221749349	0.146730828	0.045511261	0	16.67133107	0	38.02039158	45.30827735	0	0							MAG_large_size_fractions	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	UBA12014	UBA12014 sp1	2793088	288	12221	66.55	89.21	4.32	1	84.89	Unique	95.29
TARA_PSE_93_MAG_00139	3003088		9	0.216862391	0.002234409	0.000423631	0.000207896	0.000117143	0.000975682	74.90278977	14.20112758	6.969170487	3.926912172	0	0	0	4.580224768	95.41977523	0	0							MAG_large_size_fractions	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	UBA12014		3003088	269	14004	67.75	82.01	3.60	1	78.42	Unique	
TARA_AON_82_MAG_00035	4105791		13	0.060204381	0.001013633	0.000378211	6.02211E-05	0	0.000454679	69.80632145	26.0464062	4.147272349	0	0	81.21000568	0	5.180649576	13.60934474	0	0							MAG_large_size_fractions	Bacteria	UBP10	GR-WP33-30	UBA12015	UBA12015	UBA12015		4105791	242	25653	60.91	96.40	2.16	1	94.24	Unique	
TARA_MED_95_MAG_00039	3847573		14	0.072468411	0.000955792	0.000194703	8.76848E-05	2.4138E-05	0.000413414	75.7172148	15.42425721	6.946334339	1.912193646	0	10.71367447	0	81.29993264	7.986392884	0	0							MAG_large_size_fractions	Bacteria	UBP10	GR-WP33-30	UBA12015	UBA12015	UBA12015		3847573	168	36 316	60.83	97.18	0.00	1	97.18	Unique	
TARA_AON_82_MAG_00122	2732282		8	0.041136529	0.000494558	3.36831E-05	1.79879E-05	0	0.000193286	90.54041778	6.166479808	3.293102408	0	0	88.91700123	8.38477991	0	2.698218859	0	0							MAG_large_size_fractions	Bacteria	Planctomycetota	UBA8108	UBA1146	UBA1146	UBA12191		2732282	146	30076	57.13	86.33	1.44	1	84.89	Unique	
TARA_AON_82_MAG_00168	2648634		2	0.057687029	0.000401695	4.56676E-05	4.41639E-05	3.90022E-05	0.000175828	75.71598064	8.60793922	8.324515313	7.351564831	0	100	0	0	0	0	0							MAG_large_size_fractions	Bacteria	Planctomycetota	UBA8108	UBA1146	UBA1146	UBA12191	UBA12191	2648634	208	18943	49.88	80.58	0.72	1	79.86	Unique	95.48
TARA_MED_95_MAG_00064	2712794		8	0.10429267	0.001461682	0.00019657	0.00010999	0	0.000600839	82.66303391	11.11668773	6.22027836	0	0	5.16704928	0	94.83295072	0	0	0		Yes					MAG_large_size_fractions	Bacteria	Planctomycetota	UBA8108	UBA1146	UBA1146	UBA12191	UBA12191	2712794	56	73 754	49.94	95.77	0.00	1	95.77	Unique	99.15
TARA_MED_95_MAG_00187	2473181		16	0.155511346	0.002851632	0.001083201	0.000387144	0.000145363	0.001365255	63.83288561	24.24712312	8.666093895	3.253897367	0	13.2117349	1.719029476	83.76465523	1.30458039	0	0							MAG_large_size_fractions	Bacteria	Planctomycetota	UBA8108	UBA1146	UBA1146	UBA12191		2473181	76	60 966	55.32	87.32	0.00	1	87.32	Unique	
TARA_RED_19_MAG_00009	2797335		7	0.016771892	0.000248122	3.18932E-05	0.000111508	0	0.000122766	63.37355347	8.145928398	28.48051813	0	0	4.881008972	5.417047998	0	0.873073731	88.8288693	0							MAG_large_size_fractions	Bacteria	Planctomycetota	UBA8108	UBA1146	UBA1146	UBA12191		2797335	104	45446	57.31	96.40	0.72	1	95.68	Unique	
TARA_MED_95_MAG_00016	2140686		11	0.079243353	0.001562196	0	0	0	0.000579358	100	0	0	0	0	0	0	100	0	0	0		Yes					MAG_large_size_fractions	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	UBA1172	UBA12202	UBA12202 sp1	2140686	59	47 786	47.53	100.00	1.41	1	98.59	Cluster_82	99.44
TARA_RED_MAG_00018	1103886		5	0.060510813	0.000371579	0	0	0	0.000137804	100	0	0	0	0	0	2.880782826	0	0	97.11921717	0							MAG_small_size_fraction	Archaea	Halobacterota	Halobacteria	Halobacteriales	UBA12382	UBA12382		1103886	22	86016	40.35	100.00	3.95	1	96.05	Unique	
TARA_RED_MAG_00021	1185789		19	0.211585063	0.001477899	0	0	0	0.000548095	100	0	0	0	0	7.521973505	1.622675167	0.390930157	14.78080992	75.68361125	0		Yes					MAG_small_size_fraction	Archaea	Halobacterota	Halobacteria	Halobacteriales	UBA12382	UBA12382	UBA8589	1185789	68	33596	41.74	96.05	3.95	1	92.11	Unique	98.48
TARA_ANW_MAG_00035	2657195		33	0.29921654	0.00185434	0.006244595	0.001078684	0.000140838	0.0020397	19.89964373	67.01318748	11.57578242	1.511386372	0	75.80947527	1.210108654	5.844586724	14.86373455	0	2.272094807							MAG_small_size_fraction	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	UBA1268	UBA1268		2657195	378	8705	48.96	88.73	1.41	1	87.32	Cluster_34	
TARA_ARC_108_MAG_00022	3418966		16	0.075503393	0.001195242	0.001831485	0.001230495	0.000409422	0.001131675	25.61245177	39.24630686	26.36788034	8.773361031	37.40516389	49.11639377	0	0	13.47844235	0	0							MAG_large_size_fractions	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	UBA1268	UBA1268		3418966	78	83144	48.19	96.40	0.72	1	95.68	Unique	
TARA_IOS_50_MAG_00036	3036894		39	0.128766294	0.00338827	0.00308229	0.00291516	0.000291239	0.002514677	35.01378933	31.85184352	30.12475343	3.009613722	0	13.30853567	30.33693048	0	5.795775947	50.5587579	0							MAG_large_size_fractions	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	UBA1268	UBA1268		3036894	499	7113	48.27	92.81	1.44	5	91.37	Cluster_74	
TARA_MED_95_MAG_00184	3026651		44	0.505507523	0.017085921	0.013919213	0.006179362	0.001512233	0.010481265	44.15339815	35.96999997	15.96869341	3.907908468	0	24.82065441	1.228049891	66.86397518	4.683830538	0	2.403489981		Yes					MAG_large_size_fractions	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	UBA1268	UBA1268		3026651	465	8 329	49.22	91.55	4.23	1	87.32	Unique	99.03
TARA_MED_95_MAG_00228	2702004		26	0.064988532	0.001404322	0.001476642	0.00084162	7.50587E-05	0.000982981	36.97878679	38.88311696	22.16164082	1.976455429	0	1.75841402	1.984058196	78.66669293	6.545539003	11.04529585	0							MAG_large_size_fractions	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	UBA1268	UBA1268		2702004	288	13 081	48.88	88.73	4.23	1	84.50	Unique	
TARA_PON_109_MAG_00191	2936191		23	0.185287488	0.001916386	0.00431811	0.001132851	0.000216887	0.001760792	25.26802222	56.93534669	14.93692573	2.859705357	0	24.66194276	0	35.5924416	36.8981264	0	2.847489243							MAG_large_size_fractions	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	UBA1268	UBA1268		2936191	483	6917	49.16	75.54	5.76	1	69.78	Unique	
TARA_PON_109_MAG_00203	2613816		9	0.100467065	0.001550486	0.002531598	0.001214257	0.000773561	0.001464214	25.54384228	41.70739565	20.00455751	12.74420456	1.234219492	58.73398951	0	0	40.031791	0	0							MAG_large_size_fractions	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	UBA1268	UBA1268		2613816	243	14637	48.21	71.94	3.60	1	68.35	Unique	
TARA_PSW_86_MAG_00026	2970601		26	0.040215313	0.000884476	0.003264108	0.000720098	0.000238013	0.001107998	17.3199225	63.91820535	14.10106387	4.660808275	0	18.06943171	8.588654628	0	73.34191366	0	0		Yes					MAG_large_size_fractions	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	UBA1268	UBA1268	UBA12365	2970601	101	51663	48.79	97.12	0.72	1	96.40	Unique	99.1
TARA_PSW_86_MAG_00204	1900567		33	0.027865411	0.000845049	0.002124019	0.000806457	6.41823E-05	0.000876567	22.00816808	55.31721166	21.00307805	1.671542205	0	2.436549399	24.71349798	12.90844752	59.9415051	0	0							MAG_large_size_fractions	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	UBA1268	UBA1268		1900567	380	5273	48.63	76.98	2.16	1	74.82	Unique	
TARA_ANE_MAG_00004	2301261		23	0.21616958	0.003876906	0	0	0	0.001437793	100	0	0	0	0	8.556059429	0.615065018	85.91129194	4.917583611	0	0		Yes					MAG_small_size_fraction	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	UBA1275	GCA_002323515.1	2301261	65	71969	39.61	94.37	0.00	1	94.37	Unique	99.77
TARA_MED_95_MAG_00384	1665406		18	0.239834307	0.003864127	0	0	0	0.001433054	100	0	0	0	0	0.974768448	0	97.7018208	1.323410755	0	0		Yes					MAG_large_size_fractions	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	UBA1275	UBA1275 sp1	1665406	372	4 589	41.10	70.42	4.23	1	66.19	Unique	98.26
TARA_ASW_MAG_00002	4012046		19	0.139752262	0.002369953	0	0	0	0.000878923	100	0	0	0	0	41.96510048	4.028752462	0	7.649801824	0	46.35634523		Yes					MAG_small_size_fraction	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Casp-alpha2	UBA1479	GCA_002433335.1	4012046	28	214194	62.29	100.00	4.23	1	95.77	Unique	99.63
TARA_IOS_MAG_00023	4138368		16	0.125246119	0.001777478	0	0	0	0.000659197	100	0	0	0	0	5.094664893	45.95251583	0	15.65673018	0	33.2960891		Yes					MAG_small_size_fraction	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Casp-alpha2	UBA1479	GCA_002696205.1	4138368	81	86124	63.74	97.18	1.41	1	95.77	Unique	99.75
TARA_PSE_93_MAG_00051	4087750		34	0.689030978	0.006223507	5.02002E-05	0	0	0.002316699	99.19983175	0.800168245	0	0	0	21.00311814	0	0	53.10273456	0	25.8941473		Yes					MAG_large_size_fractions	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Casp-alpha2	UBA1479	UBA8736	4087750	40	143989	62.98	97.84	4.32	2	93.53	Unique	99.19
